date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:16:17	77730/77730	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:7aaa0adfe25afb9bf3a825e74ff61958	https://pantalonbrand.com/collections/saldi.atom	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi.atom	(from https://pantalonbrand.com/collections/saldi)
18:16:17	23390/23390	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:14%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/black-prank-t-shirt-657879_1200x630.jpg?v=1618495020	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/black-prank-t-shirt-657879_1200x6309410.jpg	(from https://pantalonbrand.com/collections/saldi)
18:16:17	16820/16820	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:15%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/black-ripped-baseball-cap-989744_1200x630.jpg?v=1615646815	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/black-ripped-baseball-cap-989744_1200x6307087.jpg	(from https://pantalonbrand.com/collections/saldi)
18:16:17	64864/64864	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:9bb2dd5ee84da91e613e24bf7a5018c3	https://pantalonbrand.com/collections/saldi.oembed	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi.oembed	(from https://pantalonbrand.com/collections/saldi)
18:16:17	144846/144846	---MCZ	200	added ('OK')	text/html	etag:cacheable:ceb2fcc31b7a4824c647cd0adc71d4eb	https://pantalonbrand.com/collections/saldi/products/white-prank-t-shirt	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/white-prank-t-shirt.html	(from https://pantalonbrand.com/collections/saldi)
18:16:18	141302/141302	---MCZ	200	added ('OK')	text/html	etag:cacheable:0db60875b0270c4d0a6abe17fc5ac0ee	https://pantalonbrand.com/collections/saldi/products/black-prank-t-shirt	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/black-prank-t-shirt.html	(from https://pantalonbrand.com/collections/saldi)
18:16:18	130832/130832	---MCZ	200	added ('OK')	text/html	etag:cacheable:7202b82bc4a88b05b57c543989993e10	https://pantalonbrand.com/collections/saldi/products/black-ripped-baseball-cap	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/black-ripped-baseball-cap.html	(from https://pantalonbrand.com/collections/saldi)
18:16:19	130819/130819	---MCZ	200	added ('OK')	text/html	etag:cacheable:4b721f35dc763d76de16800f9b497ad6	https://pantalonbrand.com/collections/saldi/products/beige-ripped-baseball-cap	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/beige-ripped-baseball-cap.html	(from https://pantalonbrand.com/collections/saldi)
18:16:20	150565/150565	---MCZ	200	added ('OK')	text/html	etag:cacheable:1f1ccccdce7812da059b68fe72397244	https://pantalonbrand.com/collections/saldi/products/dispersal-white-hoodie	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-white-hoodie.html	(from https://pantalonbrand.com/collections/saldi)
18:16:20	150492/150492	---MCZ	200	added ('OK')	text/html	etag:cacheable:4d2c12b1f625eaf422a8966077e6d624	https://pantalonbrand.com/collections/saldi/products/dispersal-red-hoodie	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-red-hoodie.html	(from https://pantalonbrand.com/collections/saldi)
18:16:21	150041/150041	---MCZ	200	added ('OK')	text/html	etag:cacheable:577d0c8c4ace4b57beb928c60fc0ed9b	https://pantalonbrand.com/collections/saldi/products/dispersal-beige-hoodie	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-beige-hoodie.html	(from https://pantalonbrand.com/collections/saldi)
18:16:21	129123/129123	---MCZ	200	added ('OK')	text/html	etag:cacheable:5577fdbd697e8906460b88f9595e7f5a	https://pantalonbrand.com/collections/saldi/products/jet-black-bucket-cap	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/jet-black-bucket-cap.html	(from https://pantalonbrand.com/collections/saldi)
18:16:22	134569/134569	---MCZ	200	added ('OK')	text/html	etag:cacheable:ecc9795a50eb5a15cf92341760184d3d	https://pantalonbrand.com/collections/saldi/products/dispersal-turquoise-socks	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-turquoise-socks.html	(from https://pantalonbrand.com/collections/saldi)
18:16:22	134221/134221	---MCZ	200	added ('OK')	text/html	etag:cacheable:1eeaad7b0dbbc7928d3c5a718eb4a6a3	https://pantalonbrand.com/collections/saldi/products/dispersal-purple-socks	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-purple-socks.html	(from https://pantalonbrand.com/collections/saldi)
18:16:23	129943/129943	---MCZ	200	added ('OK')	text/html	etag:cacheable:1c3fed1d6e19478c9b99041debcf9ff4	https://pantalonbrand.com/collections/saldi/products/dispersal-beige-socks	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-beige-socks.html	(from https://pantalonbrand.com/collections/saldi)
18:16:23	133902/133902	---MCZ	200	added ('OK')	text/html	etag:cacheable:8e885886c0ffb057f4a070e039c32c00	https://pantalonbrand.com/collections/saldi/products/dispersal-red-socks	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-red-socks.html	(from https://pantalonbrand.com/collections/saldi)
18:16:24	134112/134112	---MCZ	200	added ('OK')	text/html	etag:cacheable:233e3978924cfe62306340f34f1c0781	https://pantalonbrand.com/collections/saldi/products/dispersal-white-socks	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-white-socks.html	(from https://pantalonbrand.com/collections/saldi)
18:16:24	133322/133322	---MCZ	200	added ('OK')	text/html	etag:cacheable:65bce152c483f5067188be1ba00125b0	https://pantalonbrand.com/collections/saldi/products/dispersal-purple-airpods-case	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-purple-airpods-case.html	(from https://pantalonbrand.com/collections/saldi)
18:16:24	132982/132982	---MCZ	200	added ('OK')	text/html	etag:cacheable:5efde3b242bcb130e99e0524abeddc26	https://pantalonbrand.com/collections/saldi/products/dispersal-red-airpods-case	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-red-airpods-case.html	(from https://pantalonbrand.com/collections/saldi)
18:16:25	133654/133654	---MCZ	200	added ('OK')	text/html	etag:cacheable:8fcbb700d0d8c12a9a40145d3d418017	https://pantalonbrand.com/collections/saldi/products/dispersal-turquoise-airpods-case	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-turquoise-airpods-case.html	(from https://pantalonbrand.com/collections/saldi)
18:16:26	133198/133198	---MCZ	200	added ('OK')	text/html	etag:cacheable:cc8657865846cafd696684f20c5b7168	https://pantalonbrand.com/collections/saldi/products/dispersal-white-airpods-case	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-white-airpods-case.html	(from https://pantalonbrand.com/collections/saldi)
18:16:26	151568/151568	---MCZ	200	added ('OK')	text/html	etag:cacheable:6da07cd9620ad659f5fd2564922fc651	https://pantalonbrand.com/collections/saldi/products/dispersal-purple-crewneck	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-purple-crewneck.html	(from https://pantalonbrand.com/collections/saldi)
18:16:27	151867/151867	---MCZ	200	added ('OK')	text/html	etag:cacheable:5bd459108b46899b3af224c66bd55dd5	https://pantalonbrand.com/collections/saldi/products/dispersal-turquoise-crewneck	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-turquoise-crewneck.html	(from https://pantalonbrand.com/collections/saldi)
18:16:27	150352/150352	---MCZ	200	added ('OK')	text/html	etag:cacheable:1e2f559de885679ce740fd0f2138e4c3	https://pantalonbrand.com/collections/saldi/products/dispersal-white-crewneck	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-white-crewneck.html	(from https://pantalonbrand.com/collections/saldi)
18:16:28	150342/150342	---MCZ	200	added ('OK')	text/html	etag:cacheable:909d053ff05932f5b7486e2f0ffa7a5a	https://pantalonbrand.com/collections/saldi/products/dispersal-red-iphone-case	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-red-iphone-case.html	(from https://pantalonbrand.com/collections/saldi)
18:16:30	150637/150637	---MCZ	200	added ('OK')	text/html	etag:cacheable:581bb5fa4776800587d0789e275bce6e	https://pantalonbrand.com/collections/saldi/products/dispersal-white-iphone-case	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/collections/saldi/products/dispersal-white-iphone-case.html	(from https://pantalonbrand.com/collections/saldi)
18:16:33	3088/3088	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:3d5e69090d6ec09f2ef72f740e566138	https://pantalonbrand.com/products/grey-dispersal-white-t-shirt.oembed	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/products/grey-dispersal-white-t-shirt.oembed	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:34	84314/84314	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:a823789356846ee934bf3a305e2b1214	https://pantalonbrand.com/products/POST	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/products/POST	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:35	41549/41549	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:28%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandgreytee01_1200x1200.jpg?v=1617443669	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandgreytee01_1200x1200e3f9.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:35	34653/34653	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:30%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_1200x1200.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_1200x1200da3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:36	34676/34676	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:30%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_1200x1200.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_1200x1200da3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:36	2770/2770	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Aug%202021%2016:16:36%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_{width}x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_{width}xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:41	33036/33036	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Aug%202021%2003:11:24%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandgreytee01_740x.jpg?v=1617443669	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandgreytee01_740xe3f9.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:41	28112/28112	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:36%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_740x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_740xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:41	41549/41549	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:35%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandgreytee01_1800x1800.jpg?v=1617443669	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandgreytee01_1800x1800e3f9.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:41	34653/34653	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:36%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_1800x1800.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_1800x1800da3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:42	2770/2770	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Aug%202021%2016:16:41%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_{width}x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_{width}xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:43	2770/2770	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Aug%202021%2016:16:43%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-805301_{width}x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-805301_{width}xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:45	34676/34676	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:41%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_1800x1800.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_1800x1800da3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:46	28286/28286	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:42%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_740x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_740xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:47	2770/2770	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Aug%202021%2016:16:46%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-869549_{width}x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-869549_{width}xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:47	23807/23807	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:43%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-805301_740x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-805301_740xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:47	29128/29128	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:42%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-805301_1800x1800.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-805301_1800x1800da3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:48	2770/2770	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Aug%202021%2016:16:48%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-363664_{width}x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-363664_{width}xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:54	35570/35570	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Jul%202021%2004:29:30%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-363664_740x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-363664_740xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:55	46038/46038	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:47%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-363664_1800x1800.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-363664_1800x1800da3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:56	2770/2770	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Aug%202021%2016:16:55%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-195819_{width}x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-195819_{width}xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:56	61356/61356	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Aug%202021%2003:40:44%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-869549_740x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-869549_740xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:58	82302/82302	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:45%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-869549_1800x1800.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-869549_1800x1800da3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:58	8874/8874	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:56%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandgreytee01_180x.jpg?v=1617443669	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandgreytee01_180xe3f9.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:16:59	3353/3353	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:58%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_180x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-481989_180xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:00	3346/3346	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:59%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_180x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-987330_180xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:00	3096/3096	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:59%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-805301_180x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-805301_180xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:01	3990/3990	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:17:00%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-869549_180x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-869549_180xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:01	3150/3150	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:17:01%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-363664_180x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-363664_180xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:02	43217/43217	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:56%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-195819_740x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-195819_740xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:02	53921/53921	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:16:54%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-195819_1800x1800.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-195819_1800x1800da3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:02	4915/4915	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:17:01%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-195819_180x.jpg?v=1616110065	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/grey-dispersal-white-t-shirt-195819_180xda3e.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:02	88689/88689	---MCZ	200	added ('OK')	text/html	etag:cacheable:a36bb53eef435c49e8e0a3cf82d689fe	https://pantalonbrand.com/policies/shipping-policy	C:/Mie%20pagine%20Web/pantalon/pantalonbrand.com/policies/shipping-policy.html	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:02	389328/389328	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Jul%202021%2016:59:57%20GMT	https://cdn.shopify.com/s/files/1/0275/8780/5236/files/OVERSIZE_TSHIRT_GUIDE.png?v=1614367158	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/files/OVERSIZE_TSHIRT_GUIDEf6f5.png	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:03	389328/389328	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jul%202021%2012:01:31%20GMT	https://cdn.shopify.com/s/files/1/0275/8780/5236/files/OVERSIZE_TSHIRT_GUIDE.png?v=1603981248	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/files/OVERSIZE_TSHIRT_GUIDE0ec1.png	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:03	154784/154784	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Jul%202021%2017:04:55%20GMT	https://cdn.shopify.com/s/files/1/0275/8780/5236/files/PANTALON_BRAND_SIZE_GUIDE_02.jpg?v=1613311801	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/files/PANTALON_BRAND_SIZE_GUIDE_02d31b.jpg	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:03	420114/420114	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jul%202021%2012:01:31%20GMT	https://cdn.shopify.com/s/files/1/0275/8780/5236/files/GUIDE_WOMAN.png?v=1603990329	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/files/GUIDE_WOMANf57e.png	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:04	729/729	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2012%20Aug%202021%2016:17:03%20GMT	http://pinterest.com/pin/create/button/?url=https://pantalonbrand.com/products/grey-dispersal-white-t-shirt&media=//cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandgreytee01_1024x1024.jpg?v=1617443678&description=Grey%20Dispersal%20White%20T-shirt	C:/Mie%20pagine%20Web/pantalon/pinterest.com/pin/create/button/indexff51.html	(from https://pantalonbrand.com/products/grey-dispersal-white-t-shirt)
18:17:11	43602/43602	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:17:04%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandpurpletee02_1200x1200.jpg?v=1617444048	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/pantalonbrandpurpletee02_1200x1200ff41.jpg	(from https://pantalonbrand.com/products/purple-dispersal-black-t-shirt)
18:17:11	36902/36902	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Aug%202021%2016:17:05%20GMT	http://cdn.shopify.com/s/files/1/0275/8780/5236/products/purple-dispersal-black-t-shirt-767872_1200x1200.jpg?v=1616023549	C:/Mie%20pagine%20Web/pantalon/cdn.shopify.com/s/files/1/0275/8780/5236/products/purple-dispersal-black-t-shirt-767872_1200x12002bab.jpg	(from https://pantalonbrand.com/products/purple-dispersal-black-t-shirt)
